,Unnamed: 0,avg_total_reward,avg_snake_size,avg_food_eaten,avg_moves,max_snake_size,max_food_eaten,max_moves,max_total_reward,model,combo
705,705,-12.411349999999999,0.592,0.0545,4.5605,3,2,17,53.7,21,19
706,706,-12.0564,0.6005,0.07,4.4395,3,2,22,54.3,22,19
707,707,-12.674000000000001,0.5795,0.0485,4.8835,2,1,15,27.0,23,19
708,708,-12.28505,0.595,0.0555,4.933,2,1,15,27.0,24,19
709,709,-11.8787,0.6095,0.0705,4.322,3,2,17,54.3,25,19
710,710,-12.230600000000003,0.5925,0.0625,4.6095,3,2,17,53.400000000000006,26,19
711,711,-12.189900000000002,0.597,0.0445,3.4565,3,2,15,54.3,27,19
712,712,-11.7359,0.6145,0.078,4.4395,3,2,19,54.3,28,19
713,713,-12.6476,0.5795,0.0275,2.8005,3,2,11,53.10000000000001,29,19
714,714,-11.633600000000003,0.6145,0.08,4.4775,3,2,19,54.3,30,19
715,715,-12.386650000000001,0.59,0.0385,3.13,3,2,13,53.1,31,19
716,716,-11.829600000000001,0.6115,0.0715,4.3735,3,2,21,53.7,32,19
717,717,-12.34175,0.594,0.022,2.8565,3,2,12,53.7,33,19
718,718,-12.19795,0.5945,0.0305,2.7845,3,2,13,54.3,34,19
719,719,-12.266800000000002,0.5935,0.0225,2.587,3,2,8,53.400000000000006,35,19
720,720,-11.4229,0.6395,0.027,10.4455,2,1,21,27.0,0,20
721,721,-12.6109,0.6035,0.0205,9.5765,2,1,27,27.0,1,20
722,722,-8.94665,0.7315,0.0225,11.294,2,1,18,27.0,2,20
723,723,-9.604550000000001,0.705,0.0145,11.0135,2,1,23,27.0,3,20
724,724,-13.04975,0.5885,0.0265,9.218,3,2,20,53.400000000000006,4,20
725,725,-8.5765,0.743,0.015,11.417,2,1,19,27.0,5,20
726,726,-8.8065,0.7305,0.017,11.4095,2,1,16,27.0,6,20
727,727,-9.13175,0.7215,0.0275,11.056,2,1,21,27.0,7,20
728,728,-9.13535,0.7205,0.0195,11.2445,3,2,17,54.3,8,20
729,729,-7.8033,0.7705,0.0115,11.793,2,1,17,26.7,9,20
730,730,-8.15455,0.7525,0.014,11.529,2,1,15,27.0,10,20
731,731,-8.252450000000001,0.755,0.011,11.491,2,1,21,27.0,11,20
732,732,-9.459200000000001,0.7125,0.017,11.156,2,1,24,27.0,12,20
733,733,-8.9755,0.7295,0.02,11.2455,3,2,23,54.3,13,20
734,734,-9.37655,0.7155,0.0155,11.234,2,1,20,27.0,14,20
735,735,-7.8326,0.766,0.01,11.756,2,1,15,26.7,15,20
736,736,-12.30425,0.615,0.023,9.889,2,1,25,27.0,16,20
737,737,-8.290899999999999,0.7515,0.013,11.546,2,1,15,27.0,17,20
738,738,-12.958950000000002,0.5945,0.0275,9.6065,3,2,24,53.1,18,20
739,739,-9.1586,0.717,0.0225,11.184,3,2,23,52.8,19,20
740,740,-13.1535,0.582,0.0245,9.064,3,2,20,53.7,20,20
741,741,-9.16125,0.716,0.017,11.1255,2,1,17,27.0,21,20
742,742,-8.84575,0.728,0.023,11.214,2,1,22,27.0,22,20
743,743,-8.0944,0.7525,0.0185,11.6505,2,2,19,27.0,23,20
744,744,-8.482400000000002,0.745,0.0105,11.4865,2,1,17,27.0,24,20
745,745,-9.4895,0.7095,0.0225,11.0195,2,1,21,27.0,25,20
746,746,-9.28075,0.7145,0.0195,11.1865,2,1,20,27.0,26,20
747,747,-11.40525,0.642,0.021,10.3085,3,2,29,54.0,27,20
748,748,-9.167200000000001,0.717,0.028,11.1325,2,1,21,27.0,28,20
749,749,-12.616150000000001,0.604,0.0265,9.7155,3,2,25,54.3,29,20
750,750,-9.47095,0.705,0.021,11.086,2,1,27,27.0,30,20
751,751,-12.20115,0.621,0.03,9.925,3,2,29,54.3,31,20
752,752,-9.584800000000001,0.704,0.0245,10.9015,2,1,19,27.0,32,20
753,753,-12.962900000000001,0.5915,0.0235,9.616,2,1,24,27.0,33,20
754,754,-12.366700000000002,0.6115,0.0205,9.792,2,1,28,27.0,34,20
755,755,-13.45615,0.5735,0.0205,9.2475,2,1,25,27.0,35,20
756,756,-13.39355,0.565,0.049,7.4555,2,1,25,27.0,0,21
757,757,-13.53245,0.5605,0.0365,6.4155,3,2,17,54.0,1,21
758,758,-12.060799999999999,0.617,0.043,9.018,3,2,21,54.0,2,21
759,759,-11.483,0.619,0.0735,9.0785,3,2,20,54.3,3,21
760,760,-13.74305,0.5525,0.031,5.7245,3,2,15,54.3,4,21
761,761,-11.3565,0.6295,0.0495,9.439,3,2,18,54.3,5,21
762,762,-12.11015,0.6065,0.0485,9.1135,2,2,20,27.0,6,21
763,763,-11.793700000000001,0.619,0.054,8.949,3,2,20,54.0,7,21
764,764,-11.78005,0.611,0.0565,9.0975,3,2,23,53.400000000000006,8,21
765,765,-11.5517,0.625,0.037,9.5085,2,2,20,27.0,9,21
766,766,-11.0089,0.643,0.048,9.6295,2,1,18,27.0,10,21
767,767,-11.028599999999999,0.6425,0.0465,9.625,2,1,16,27.0,11,21
768,768,-11.85485,0.6195,0.0625,8.7835,3,2,24,54.3,12,21
769,769,-11.77005,0.6175,0.0545,9.105,3,2,21,54.0,13,21
770,770,-11.8309,0.6105,0.0575,8.881,3,2,20,54.0,14,21
771,771,-11.1515,0.642,0.0375,9.7075,2,1,19,27.0,15,21
772,772,-13.358450000000001,0.5705,0.046,7.19,3,2,22,54.0,16,21
773,773,-11.6378,0.6275,0.036,9.2755,3,2,16,53.1,17,21
774,774,-13.339900000000002,0.5665,0.039,6.1135,3,2,17,54.0,18,21
775,775,-11.732899999999999,0.6185,0.066,8.9245,3,2,20,54.0,19,21
776,776,-13.2745,0.5655,0.032,5.6385,3,2,14,54.0,20,21
777,777,-12.1385,0.61,0.0445,9.018,3,2,20,54.3,21,21
778,778,-11.7981,0.6215,0.0585,9.004,3,2,19,54.3,22,21
779,779,-11.309849999999999,0.633,0.0465,9.4395,3,2,18,51.6,23,21
780,780,-11.10995,0.636,0.048,9.6905,3,2,18,54.0,24,21
781,781,-12.07965,0.61,0.0565,8.9675,3,2,25,54.3,25,21
782,782,-11.263650000000002,0.645,0.059,9.44,4,3,18,80.7,26,21
783,783,-13.2086,0.566,0.045,7.5845,3,2,23,54.3,27,21
784,784,-12.0905,0.609,0.0545,8.821,3,2,26,54.3,28,21
785,785,-13.63605,0.558,0.038,6.603,3,2,17,54.3,29,21
786,786,-12.128350000000001,0.6075,0.045,8.914,3,2,26,54.3,30,21
787,787,-13.508100000000002,0.561,0.0455,7.038,3,2,29,54.3,31,21
788,788,-11.9442,0.615,0.06,8.8495,4,3,26,80.4,32,21
789,789,-13.45015,0.565,0.0355,6.42,3,2,18,54.3,33,21
790,790,-13.1326,0.5745,0.0475,6.4915,3,2,16,54.3,34,21
791,791,-13.55095,0.5605,0.0305,5.9975,3,2,16,54.0,35,21
792,792,-13.33175,0.5675,0.044,7.7265,3,2,19,54.3,0,22
793,793,-13.59835,0.558,0.0335,6.43,2,1,17,27.0,1,22
794,794,-11.73225,0.6175,0.0615,8.9595,4,3,31,81.6,2,22
795,795,-11.72715,0.618,0.0585,8.959,4,3,23,79.5,3,22
796,796,-13.5773,0.56,0.0325,5.7835,2,1,14,27.0,4,22
797,797,-11.6676,0.6225,0.0455,9.286,2,1,18,27.0,5,22
798,798,-11.6395,0.624,0.064,9.2235,3,2,26,54.3,6,22
799,799,-11.9569,0.619,0.0575,8.7735,3,2,28,54.3,7,22
800,800,-11.5884,0.6255,0.0585,9.1495,4,3,22,80.7,8,22
801,801,-11.287700000000001,0.633,0.042,9.6295,2,1,21,27.0,9,22
802,802,-11.0498,0.649,0.0435,9.4845,3,2,21,53.400000000000006,10,22
803,803,-10.502150000000002,0.662,0.0515,9.8085,3,2,18,54.0,11,22
804,804,-12.125950000000001,0.6095,0.0655,8.7305,3,2,24,54.3,12,22
805,805,-11.3305,0.6325,0.0645,9.3335,3,2,25,54.3,13,22
806,806,-11.902849999999999,0.618,0.0565,9.092,3,2,26,53.7,14,22
807,807,-11.31415,0.633,0.047,9.5185,3,2,17,54.3,15,22
808,808,-13.123400000000002,0.5765,0.0545,7.056,3,2,21,54.3,16,22
809,809,-11.4213,0.6355,0.0375,9.6245,3,2,19,53.400000000000006,17,22
810,810,-13.7815,0.553,0.0275,6.3875,3,2,14,54.3,18,22
811,811,-11.88555,0.619,0.0565,8.926,3,2,25,54.3,19,22
812,812,-13.25865,0.5705,0.038,5.7585,3,2,14,54.3,20,22
813,813,-11.84755,0.616,0.0525,9.1075,2,2,20,27.0,21,22
814,814,-11.85725,0.6145,0.0545,9.1095,3,2,21,54.3,22,22
815,815,-11.401699999999998,0.6325,0.0465,9.6205,3,2,16,51.6,23,22
816,816,-11.382950000000001,0.628,0.0465,9.6535,2,2,20,27.0,24,22
817,817,-12.0006,0.606,0.059,8.999,3,2,26,54.3,25,22
818,818,-12.233,0.6025,0.0495,9.0085,3,2,24,54.3,26,22
819,819,-13.389199999999999,0.5655,0.046,7.4605,3,2,20,54.3,27,22
820,820,-11.686399999999999,0.623,0.06,8.857,3,2,23,54.0,28,22
821,821,-13.645800000000001,0.5585,0.0365,6.5415,3,2,20,54.3,29,22
822,822,-11.6046,0.623,0.062,9.083,4,3,27,80.7,30,22
823,823,-13.16985,0.569,0.052,7.2905,3,2,24,54.3,31,22
824,824,-12.00725,0.6155,0.051,8.8945,3,2,24,54.3,32,22
825,825,-13.59155,0.5585,0.0315,6.454,3,2,19,53.7,33,22
826,826,-13.35045,0.5655,0.0375,6.4295,3,2,19,54.0,34,22
827,827,-13.7665,0.551,0.028,5.953,3,2,17,54.3,35,22
828,828,-12.702050000000002,0.5805,0.04,3.4575,3,2,15,54.3,0,23
829,829,-12.158850000000003,0.597,0.0335,2.8525,3,2,11,54.3,1,23
830,830,-11.655850000000001,0.6155,0.073,4.341,4,3,18,81.6,2,23
831,831,-11.879100000000001,0.609,0.073,4.231,4,3,21,81.3,3,23
832,832,-12.012550000000001,0.601,0.02,2.449,2,1,9,27.0,4,23
833,833,-11.7035,0.612,0.071,4.616,3,2,15,54.3,5,23
834,834,-12.072,0.5975,0.0735,4.6695,3,2,16,54.3,6,23
835,835,-11.7421,0.6135,0.0725,4.463,3,2,18,54.3,7,23
836,836,-11.697550000000001,0.6135,0.077,4.561,4,3,19,80.1,8,23
837,837,-12.04405,0.5995,0.0695,4.87,3,2,16,53.7,9,23
838,838,-12.270800000000001,0.5975,0.0545,4.9255,3,2,15,53.1,10,23
839,839,-12.240849999999998,0.596,0.0705,5.003,3,2,16,54.3,11,23
840,840,-11.694450000000002,0.6195,0.081,4.435,4,3,18,81.3,12,23
841,841,-11.3666,0.625,0.0865,4.632,3,2,19,54.3,13,23
842,842,-11.766950000000001,0.6175,0.075,4.447,3,2,18,54.3,14,23
843,843,-12.21275,0.596,0.065,4.9985,3,2,16,54.0,15,23
844,844,-12.145350000000002,0.599,0.0435,3.1355,3,2,13,54.3,16,23
845,845,-12.324200000000001,0.586,0.0675,5.0155,2,2,16,27.0,17,23
846,846,-12.463449999999998,0.5855,0.029,2.7865,3,2,10,54.3,18,23
847,847,-11.3671,0.627,0.086,4.3895,3,2,17,54.3,19,23
848,848,-12.316,0.5935,0.019,2.502,2,1,10,27.0,20,23
849,849,-11.4044,0.6235,0.083,4.598,4,3,17,81.0,21,23
850,850,-11.76295,0.6145,0.0805,4.5595,3,2,19,54.3,22,23
851,851,-12.024149999999999,0.6,0.0665,4.6905,3,2,16,54.3,23,23
852,852,-11.99155,0.604,0.0615,4.857,3,2,16,54.0,24,23
853,853,-11.818150000000001,0.611,0.073,4.373,4,3,19,81.3,25,23
854,854,-11.88755,0.6105,0.074,4.594,3,2,19,54.3,26,23
855,855,-12.199950000000001,0.5975,0.0435,3.421,3,2,14,54.0,27,23
856,856,-11.8506,0.615,0.0745,4.5315,3,2,20,54.3,28,23
857,857,-12.443400000000002,0.5885,0.0285,2.911,3,2,12,53.7,29,23
858,858,-11.82375,0.6135,0.08,4.424,4,3,18,81.6,30,23
859,859,-11.96185,0.6065,0.0455,3.1155,3,2,14,54.3,31,23
860,860,-11.50375,0.6205,0.0835,4.3095,4,3,18,81.6,32,23
861,861,-11.975850000000001,0.6045,0.0305,2.781,3,2,11,54.0,33,23
862,862,-12.08895,0.601,0.028,2.7845,2,1,11,27.0,34,23
863,863,-12.314549999999999,0.5935,0.022,2.6075,3,2,9,54.3,35,23
864,864,-12.27445,0.594,0.0395,3.2985,3,2,14,54.3,0,24
865,865,-12.1842,0.5965,0.0355,2.8155,3,2,13,54.3,1,24
866,866,-11.8073,0.6115,0.0745,4.419,3,2,17,54.3,2,24
867,867,-11.421850000000001,0.623,0.0875,4.4715,4,3,19,81.3,3,24
868,868,-12.236049999999999,0.5925,0.015,2.4745,2,1,8,27.0,4,24
869,869,-12.279900000000001,0.593,0.0645,4.5615,3,2,17,53.7,5,24
870,870,-12.013350000000003,0.604,0.07,4.641,4,3,19,80.10000000000001,6,24
871,871,-11.48675,0.625,0.0775,4.315,3,2,18,54.3,7,24
872,872,-12.011800000000001,0.604,0.076,4.5345,3,2,17,54.3,8,24
873,873,-11.767700000000001,0.613,0.067,4.8955,3,2,15,52.8,9,24
874,874,-11.97225,0.605,0.071,4.8355,3,2,16,54.3,10,24
875,875,-11.95795,0.5985,0.0685,4.94,3,2,15,54.3,11,24
876,876,-11.417,0.627,0.0785,4.2905,3,2,20,54.3,12,24
877,877,-11.66725,0.616,0.076,4.4565,3,2,20,54.3,13,24
878,878,-11.633700000000001,0.617,0.0835,4.464,3,2,18,54.3,14,24
879,879,-12.183200000000001,0.5945,0.0645,5.0005,3,2,16,54.0,15,24
880,880,-12.107800000000001,0.601,0.039,3.131,3,2,14,54.3,16,24
881,881,-12.39425,0.5885,0.0615,4.855,2,1,16,27.0,17,24
882,882,-12.47825,0.5865,0.0255,2.7585,2,1,11,27.0,18,24
883,883,-11.844100000000001,0.6115,0.0765,4.492,3,2,19,54.3,19,24
884,884,-12.535200000000001,0.5865,0.0185,2.5045,2,1,10,27.0,20,24
885,885,-12.083150000000002,0.5995,0.0755,4.795,4,3,18,81.3,21,24
886,886,-11.698049999999999,0.6115,0.0755,4.438,3,2,22,54.3,22,24
887,887,-12.040400000000002,0.601,0.0655,4.8105,3,2,16,53.400000000000006,23,24
888,888,-12.09125,0.596,0.0715,4.789,3,2,17,54.0,24,24
889,889,-11.5327,0.623,0.081,4.361,4,3,17,81.6,25,24
890,890,-11.934299999999999,0.6085,0.0655,4.41,3,2,19,54.3,26,24
891,891,-12.374799999999999,0.594,0.0415,3.3605,3,2,14,54.3,27,24
892,892,-11.7303,0.6195,0.0765,4.4025,4,3,18,81.3,28,24
893,893,-12.449050000000002,0.589,0.0265,2.8355,3,2,12,54.3,29,24
894,894,-11.257549999999998,0.6275,0.0955,4.383,4,3,23,81.6,30,24
895,895,-12.248850000000001,0.597,0.0415,3.159,3,2,14,54.0,31,24
896,896,-11.576400000000001,0.6235,0.086,4.6095,4,3,24,80.7,32,24
897,897,-12.35975,0.5895,0.0285,2.8135,3,2,12,53.7,33,24
898,898,-12.2905,0.5945,0.0225,2.732,3,2,10,53.400000000000006,34,24
899,899,-12.42885,0.589,0.015,2.6425,3,2,9,54.0,35,24
900,900,-13.204300000000002,0.5685,0.042,7.5815,2,1,17,27.0,0,25
901,901,-13.6766,0.5535,0.0315,6.4635,3,2,16,54.3,1,25
902,902,-11.710049999999999,0.62,0.049,9.045,3,2,20,53.7,2,25
903,903,-11.83105,0.6165,0.0545,8.931,3,2,23,54.3,3,25
904,904,-13.6254,0.5585,0.028,5.7105,3,2,14,54.0,4,25
905,905,-11.7203,0.6215,0.0365,9.35,2,2,19,27.0,5,25
906,906,-11.369299999999999,0.632,0.051,9.2045,3,2,18,54.3,6,25
907,907,-12.09305,0.611,0.0435,9.0215,2,1,26,27.0,7,25
908,908,-11.767,0.622,0.04,9.339,2,1,20,27.0,8,25
909,909,-11.76225,0.624,0.0295,9.691,2,1,18,27.0,9,25
910,910,-11.543149999999999,0.626,0.032,9.321,2,1,16,27.0,10,25
911,911,-11.6043,0.6285,0.037,9.591,3,2,17,53.7,11,25
912,912,-12.23915,0.6045,0.044,9.013,3,2,28,53.7,12,25
913,913,-11.740200000000002,0.6195,0.0505,9.195,3,2,22,53.7,13,25
914,914,-12.027700000000001,0.6095,0.048,8.987,3,2,22,53.7,14,25
915,915,-11.254,0.639,0.0325,9.562,3,2,17,54.3,15,25
916,916,-13.80545,0.556,0.031,7.1445,3,2,19,54.3,16,25
917,917,-11.5462,0.627,0.0385,9.68,2,1,16,27.0,17,25
918,918,-13.623400000000002,0.5615,0.032,6.2915,3,2,19,52.20000000000002,18,25
919,919,-12.068950000000001,0.607,0.039,9.04,2,2,20,27.0,19,25
920,920,-13.63415,0.556,0.0235,5.8215,3,2,14,53.400000000000006,20,25
921,921,-12.12115,0.6105,0.036,9.312,2,1,19,27.0,21,25
922,922,-11.771450000000002,0.616,0.0485,9.093,3,2,19,54.3,22,25
923,923,-11.1785,0.6425,0.036,9.609,3,2,17,54.0,23,25
924,924,-11.3915,0.632,0.035,9.782,3,2,19,54.3,24,25
925,925,-12.1381,0.6025,0.0515,8.664,3,2,20,52.2,25,25
926,926,-11.63235,0.6215,0.0475,9.2505,3,2,26,54.0,26,25
927,927,-13.56,0.563,0.0375,7.5745,3,2,20,54.3,27,25
928,928,-11.9505,0.6155,0.053,8.723,3,2,22,54.3,28,25
929,929,-13.783250000000002,0.5535,0.0295,6.535,3,2,17,54.0,29,25
930,930,-11.81305,0.6135,0.052,9.0655,3,2,22,53.7,30,25
931,931,-13.04555,0.579,0.0425,7.165,3,2,20,54.3,31,25
932,932,-12.36635,0.604,0.038,9.015,2,1,24,27.0,32,25
933,933,-13.8025,0.553,0.026,6.372,2,1,16,27.0,33,25
934,934,-13.57705,0.558,0.0325,6.373,2,1,21,27.0,34,25
935,935,-13.462299999999999,0.5615,0.0265,6.053,3,2,18,54.0,35,25
936,936,-12.22225,0.595,0.0375,3.381,3,2,14,52.80000000000001,0,26
937,937,-12.53135,0.584,0.029,2.8375,3,2,11,54.3,1,26
938,938,-11.8167,0.6125,0.071,4.4555,4,3,18,79.8,2,26
939,939,-11.635850000000001,0.616,0.0755,4.2905,3,2,20,54.0,3,26
940,940,-12.372950000000001,0.59,0.0175,2.526,2,1,10,27.0,4,26
941,941,-12.07675,0.5955,0.0625,4.5575,3,2,17,54.0,5,26
942,942,-12.12625,0.597,0.057,4.4995,3,2,15,54.0,6,26
943,943,-11.6803,0.612,0.078,4.484,3,2,18,52.2,7,26
944,944,-12.46405,0.587,0.0585,4.6265,3,3,17,54.3,8,26
945,945,-12.645650000000002,0.5775,0.056,4.9835,3,2,15,53.1,9,26
946,946,-12.60525,0.5785,0.057,5.003,2,1,16,27.0,10,26
947,947,-12.5355,0.579,0.0535,4.819,2,1,14,27.0,11,26
948,948,-11.76475,0.615,0.075,4.398,4,3,16,80.7,12,26
949,949,-11.7341,0.613,0.0725,4.476,3,2,18,54.0,13,26
950,950,-11.95145,0.6065,0.0635,4.255,4,3,17,81.3,14,26
951,951,-12.374000000000002,0.592,0.0515,4.809,2,1,15,27.0,15,26
952,952,-12.31925,0.593,0.0335,3.156,3,2,14,54.0,16,26
953,953,-12.2301,0.595,0.0585,4.86,2,1,15,27.0,17,26
954,954,-12.5035,0.5845,0.024,2.77,2,1,11,27.0,18,26
955,955,-11.999900000000002,0.6075,0.0745,4.597,3,2,19,54.3,19,26
956,956,-12.218650000000002,0.5955,0.0205,2.462,3,2,9,54.3,20,26
957,957,-11.750350000000001,0.6115,0.069,4.495,3,2,19,54.3,21,26
958,958,-12.1582,0.598,0.068,4.552,3,2,19,54.3,22,26
959,959,-12.11735,0.5975,0.0595,4.954,2,1,15,27.0,23,26
960,960,-12.1528,0.594,0.0645,4.987,3,2,16,53.1,24,26
961,961,-11.96585,0.606,0.0705,4.4375,4,3,21,81.0,25,26
962,962,-11.9558,0.6055,0.0655,4.4725,3,2,15,54.0,26,26
963,963,-12.026200000000001,0.603,0.044,3.5015,3,2,16,54.3,27,26
964,964,-11.9118,0.603,0.072,4.282,3,2,18,54.3,28,26
965,965,-12.554949999999998,0.586,0.0305,2.8435,4,3,11,81.6,29,26
966,966,-11.7377,0.6135,0.0735,4.4165,3,2,18,53.7,30,26
967,967,-12.4829,0.59,0.0345,3.195,3,2,14,54.3,31,26
968,968,-11.89485,0.61,0.0625,4.2465,3,2,17,54.3,32,26
969,969,-12.5092,0.587,0.026,2.857,3,2,11,54.0,33,26
970,970,-12.257299999999999,0.596,0.0265,2.8305,3,2,12,54.0,34,26
971,971,-12.171149999999999,0.5985,0.02,2.6185,2,1,10,27.0,35,26
972,972,-11.746450000000001,0.629,0.0265,10.222,3,2,22,54.3,0,27
973,973,-12.924,0.596,0.024,9.531,3,2,26,53.1,1,27
974,974,-8.86645,0.7325,0.035,11.329,2,1,21,27.0,2,27
975,975,-9.5299,0.709,0.028,11.093,3,2,21,54.3,3,27
976,976,-13.19965,0.583,0.031,9.1105,3,2,22,54.3,4,27
977,977,-8.86755,0.728,0.022,11.4495,2,1,22,27.0,5,27
978,978,-9.133899999999999,0.7235,0.024,11.221,3,2,19,54.3,6,27
979,979,-9.651349999999999,0.704,0.0255,10.9375,2,1,28,27.0,7,27
980,980,-8.713400000000002,0.7335,0.02,11.297,2,1,19,27.0,8,27
981,981,-8.295549999999999,0.7525,0.016,11.5855,2,1,18,27.0,9,27
982,982,-8.1114,0.755,0.019,11.6325,2,1,18,27.0,10,27
983,983,-8.45985,0.7405,0.0165,11.412,2,1,16,26.7,11,27
984,984,-9.44315,0.7095,0.0305,11.0685,2,1,26,27.0,12,27
985,985,-9.51795,0.711,0.0275,11.0845,3,2,23,54.3,13,27
986,986,-9.867299999999998,0.6925,0.031,10.92,3,2,23,54.0,14,27
987,987,-8.2231,0.7545,0.0185,11.4445,3,2,22,54.0,15,27
988,988,-12.57975,0.6065,0.028,9.7995,3,2,27,54.0,16,27
989,989,-8.238900000000001,0.7515,0.024,11.503,2,1,18,27.0,17,27
990,990,-13.04025,0.588,0.024,9.4105,3,2,21,54.3,18,27
991,991,-9.24145,0.7185,0.032,11.259,2,1,21,27.0,19,27
992,992,-13.3871,0.576,0.0195,9.089,3,2,19,54.3,20,27
993,993,-9.139100000000001,0.72,0.0235,11.1985,2,1,22,27.0,21,27
994,994,-9.55115,0.71,0.021,11.012,3,2,23,53.7,22,27
995,995,-8.22685,0.748,0.0195,11.5405,2,1,18,27.0,23,27
996,996,-8.0935,0.7535,0.021,11.7035,2,1,19,27.0,24,27
997,997,-9.714049999999999,0.7015,0.027,10.9495,2,2,25,27.0,25,27
998,998,-9.00915,0.7255,0.03,11.236,3,2,23,54.0,26,27
999,999,-11.235650000000001,0.6545,0.0395,10.398,3,2,25,54.3,27,27
1000,1000,-9.6822,0.704,0.0265,11.086,2,1,26,27.0,28,27
1001,1001,-12.39695,0.61,0.0345,9.864,3,2,26,54.3,29,27
1002,1002,-9.50575,0.7095,0.031,11.315,3,2,25,54.0,30,27
1003,1003,-12.35575,0.6165,0.031,9.9565,2,1,28,27.0,31,27
1004,1004,-9.3467,0.7165,0.028,11.0755,3,2,25,54.3,32,27
1005,1005,-12.36515,0.6125,0.036,9.6595,3,2,25,54.3,33,27
1006,1006,-12.963,0.5915,0.0305,9.48,3,2,24,53.400000000000006,34,27
1007,1007,-12.9442,0.593,0.024,9.2155,3,2,25,54.3,35,27
1008,1008,-13.361900000000002,0.567,0.042,7.626,3,2,20,54.3,0,28
1009,1009,-13.457400000000002,0.564,0.0365,6.434,3,2,18,53.7,1,28
1010,1010,-11.6861,0.6175,0.0595,9.059,3,2,28,54.3,2,28
1011,1011,-12.178099999999999,0.6075,0.059,8.904,2,1,22,27.0,3,28
1012,1012,-13.68755,0.558,0.0235,5.75,2,1,14,27.0,4,28
1013,1013,-11.32405,0.6365,0.0505,9.3605,3,2,18,54.0,5,28
1014,1014,-11.755049999999999,0.623,0.0495,9.2795,3,2,20,54.0,6,28
1015,1015,-12.1475,0.6105,0.0575,8.9675,3,2,26,54.3,7,28
1016,1016,-11.554349999999998,0.6275,0.05,9.3165,2,1,21,27.0,8,28
1017,1017,-11.372900000000001,0.6315,0.042,9.563,3,2,18,53.7,9,28
1018,1018,-11.399149999999999,0.631,0.0405,9.6805,3,2,18,53.400000000000006,10,28
1019,1019,-11.57895,0.6305,0.039,9.616,2,2,17,27.0,11,28
1020,1020,-11.494200000000001,0.629,0.074,9.208,4,3,26,81.0,12,28
1021,1021,-11.6688,0.6175,0.051,9.1115,3,2,34,54.3,13,28
1022,1022,-11.946200000000001,0.611,0.0675,8.9305,3,2,23,54.0,14,28
1023,1023,-11.096549999999999,0.6375,0.041,9.5185,2,1,17,27.0,15,28
1024,1024,-13.4171,0.567,0.0475,7.101,3,2,25,54.3,16,28
1025,1025,-11.42415,0.626,0.0415,9.4465,2,1,19,27.0,17,28
1026,1026,-13.566650000000001,0.563,0.0395,6.3025,3,2,17,54.3,18,28
1027,1027,-11.8742,0.617,0.0515,8.985,3,2,22,53.400000000000006,19,28
1028,1028,-13.506549999999999,0.563,0.024,5.753,3,2,14,54.3,20,28
1029,1029,-12.04795,0.613,0.054,9.232,3,2,19,54.0,21,28
1030,1030,-11.49625,0.623,0.0695,8.9745,3,2,23,54.0,22,28
1031,1031,-11.446549999999998,0.633,0.0455,9.44,3,2,17,54.0,23,28
1032,1032,-11.612400000000001,0.6205,0.0455,9.5075,2,1,16,27.0,24,28
1033,1033,-11.825299999999999,0.6135,0.055,8.7855,3,2,26,54.3,25,28
1034,1034,-11.763549999999999,0.624,0.0495,9.309,3,2,19,54.0,26,28
1035,1035,-13.26495,0.573,0.044,7.553,3,2,22,54.3,27,28
1036,1036,-11.8977,0.614,0.061,8.774,3,2,25,54.0,28,28
1037,1037,-13.3338,0.5685,0.0385,6.5065,2,1,20,27.0,29,28
1038,1038,-11.74635,0.6155,0.0615,8.949,3,2,24,54.3,30,28
1039,1039,-13.65125,0.5555,0.0375,7.0425,3,2,23,54.3,31,28
1040,1040,-11.88875,0.613,0.0625,8.9615,3,2,24,54.0,32,28
1041,1041,-13.3811,0.567,0.0425,6.3685,3,2,17,54.0,33,28
1042,1042,-13.734900000000001,0.5535,0.03,6.3945,2,2,15,27.0,34,28
1043,1043,-13.35925,0.5645,0.034,6.058,2,1,15,27.0,35,28
1044,1044,-11.62825,0.632,0.0325,10.221,3,2,25,54.3,0,29
1045,1045,-13.095450000000001,0.5895,0.0295,9.5575,3,2,23,54.0,1,29
1046,1046,-9.20545,0.7145,0.029,11.179,2,2,21,27.0,2,29
1047,1047,-9.822,0.693,0.027,11.0585,3,2,26,54.3,3,29
1048,1048,-13.65525,0.5655,0.019,9.1025,3,2,22,53.7,4,29
1049,1049,-9.09005,0.721,0.0215,11.253,2,1,19,27.0,5,29
1050,1050,-8.85595,0.731,0.029,11.198,2,1,19,27.0,6,29
1051,1051,-9.35195,0.715,0.0275,11.0555,2,1,27,27.0,7,29
1052,1052,-9.6228,0.707,0.02,11.0635,2,2,21,27.0,8,29
1053,1053,-8.398950000000001,0.746,0.016,11.4305,2,1,16,27.0,9,29
1054,1054,-8.3319,0.7475,0.019,11.5465,2,1,18,27.0,10,29
1055,1055,-8.286700000000002,0.7505,0.018,11.42,3,2,18,54.0,11,29
1056,1056,-9.390550000000001,0.708,0.031,11.024,2,1,24,27.0,12,29
1057,1057,-9.2708,0.7155,0.022,11.311,3,2,21,54.0,13,29
1058,1058,-9.9951,0.692,0.0255,10.9085,3,2,22,52.8,14,29
1059,1059,-8.22185,0.7505,0.0205,11.5635,2,2,16,27.0,15,29
